animal,pair,dim,epoch,label,label_loo,ifi_fit,cc_heldout,peak_r,ifi,peak_lag_ms
36,CA1-CA3,3,naive,FB,FB,-0.42423,0.09688,0.10286,-0.11894761404736895,0.0
36,CA1-CA3,4,expert,FB,FB,-0.1617,0.0684,0.05988,-0.1054583000891726,0.0
36,CA1-CA3,4,intermediate,FB,FB,-0.1617,0.0684,0.04861,-0.19786258002722185,0.0
36,CA1-CA3,4,naive,FB,FB,-0.1617,0.0684,0.02295,0.07398408043569327,10.0
36,CA1-CA3,5,expert,FB,FB,-0.03215,0.04889,0.06958,-0.14671797976303735,-10.0
36,CA1-CA3,5,intermediate,FB,FB,-0.03215,0.04889,0.03778,0.07341590378747088,20.0
36,CA1-CA3,5,naive,FB,FB,-0.03215,0.04889,0.02483,-0.12656762492764806,10.0
36,CA1-CA3,6,expert,FF,FB,0.0144,0.0344,0.02723,0.16885595598967107,0.0
36,CA1-CA3,6,intermediate,FF,FB,0.0144,0.0344,0.0186,0.6483757148071541,30.0
36,CA1-CA3,6,naive,FF,FF,0.0144,0.0344,0.02237,0.11942193145200648,-10.0
36,CA1-CA3,7,expert,FB,FB,-0.16935,0.03244,0.03659,-0.16961309223153853,0.0
36,CA1-CA3,7,intermediate,FB,FB,-0.16935,0.03244,0.0298,-0.4785948477751756,0.0
36,CA1-CA3,7,naive,FB,FB,-0.16935,0.03244,0.01598,-0.514524472741743,-140.0
36,CA1-CA3,8,expert,FF,FF,0.0306,0.02252,0.02383,0.04666355576294906,0.0
36,CA1-CA3,8,intermediate,FF,FF,0.0306,0.02252,0.03159,0.054728311282527,-20.0
36,CA1-CA3,8,naive,FF,FF,0.0306,0.02252,0.0187,-0.12911153119092628,190.0
36,CA1-CA3,9,expert,FB,FB,-0.12759,0.01873,0.03274,0.0596936634494335,210.0
36,CA1-CA3,9,intermediate,FB,FB,-0.12759,0.01873,0.01687,-0.6845794392523364,-40.0
36,CA1-CA3,9,naive,FB,FB,-0.12759,0.01873,0.02092,0.6398568468638162,-150.0
36,CA1-CA3,10,expert,FF,FF,0.01836,0.01785,0.01937,-0.29087261785356067,0.0
36,CA1-CA3,10,intermediate,FF,FF,0.01836,0.01785,0.01322,-0.006934812760055463,70.0
36,CA1-CA3,10,naive,FF,FB,0.01836,0.01785,0.02014,0.48823062681830204,10.0
36,CA1-V1,1,expert,FF,FF,0.01305,0.0935,0.10152,0.05686578833743708,200.0
36,CA1-V1,1,intermediate,FF,FF,0.01305,0.0935,0.08112,-0.0005159617394525166,120.0
36,CA1-V1,1,naive,FF,FF,0.01305,0.0935,0.07751,0.015722278008893985,40.0
36,CA1-V1,2,expert,FF,FF,0.00091,0.07628,0.03503,-0.2228832044418004,-140.0
36,CA1-V1,2,intermediate,FF,FB,0.00091,0.07628,0.03232,0.03074400491904087,0.0
36,CA1-V1,2,naive,FF,FF,0.00091,0.07628,0.03451,-0.11320992318347826,-70.0
36,CA1-V1,3,expert,FF,FF,0.00751,0.06179,0.05641,0.056534155525790386,-120.0
36,CA1-V1,3,intermediate,FF,FF,0.00751,0.06179,0.04649,-0.017386762181926828,-110.0
36,CA1-V1,3,naive,FF,FF,0.00751,0.06179,0.06682,0.029750829608884973,-150.0
36,CA1-V1,4,expert,FF,FF,0.04379,0.04523,0.05708,0.06331124720439779,10.0
36,CA1-V1,4,intermediate,FF,FF,0.04379,0.04523,0.04851,0.02793666583768543,-100.0
36,CA1-V1,4,naive,FF,FF,0.04379,0.04523,0.06648,0.016284036305392362,40.0
36,CA1-V1,5,expert,FF,FF,0.01903,0.04199,0.04161,-0.05582409809007309,-40.0
36,CA1-V1,5,intermediate,FF,FF,0.01903,0.04199,0.05716,0.028471147851386647,190.0
36,CA1-V1,5,naive,FF,FF,0.01903,0.04199,0.02009,-0.10751964085297414,-200.0
36,CA1-V1,6,expert,FF,FF,0.02083,0.0364,0.03072,0.016623800263471634,200.0
36,CA1-V1,6,intermediate,FF,FF,0.02083,0.0364,0.02584,0.14927093930145813,90.0
36,CA1-V1,6,naive,FF,FF,0.02083,0.0364,0.03863,-0.03666127001259216,-180.0
36,CA1-V1,7,expert,FB,FB,-0.02054,0.03186,0.04791,0.0283533553710124,-130.0
36,CA1-V1,7,intermediate,FB,FB,-0.02054,0.03186,0.0414,-0.09182907322168896,0.0
36,CA1-V1,7,naive,FB,FB,-0.02054,0.03186,0.03161,0.09024331486388827,-140.0
36,CA1-V1,8,expert,FF,FF,0.10366,0.02982,0.03814,0.121219472747857,230.0
36,CA1-V1,8,intermediate,FF,FF,0.10366,0.02982,0.03621,0.3987110259536667,60.0
36,CA1-V1,8,naive,FF,FF,0.10366,0.02982,0.02587,-0.1111111111111111,0.0
36,CA1-V1,9,expert,FB,FB,-0.03379,0.02776,0.02907,0.18726316384819858,-120.0
