animal,pair,epoch,dim,peak_cc,sig,ifi,lag
41,CA1-V1,naive,14,0.0069,0,-0.0063,1
41,CA1-V1,naive,15,0.0042,0,-0.0142,-4
41,CA1-V1,naive,16,-0.0008,0,0.0608,2
41,CA1-V1,naive,17,0.0185,0,0.0384,-7
41,CA1-V1,naive,18,0.0189,0,0.0693,0
41,CA1-V1,naive,19,0.0079,0,0.2074,2
41,CA1-V1,naive,20,0.0082,0,0.0812,2
41,CA1-V1,intermediate,1,0.1755,0,-0.0121,-8
41,CA1-V1,intermediate,2,0.0755,0,0.0151,7
41,CA1-V1,intermediate,3,0.0944,0,0.0207,1
41,CA1-V1,intermediate,4,0.0831,0,0.011,3
41,CA1-V1,intermediate,5,0.075,0,-0.0054,4
41,CA1-V1,intermediate,6,0.0607,0,-0.0081,1
41,CA1-V1,intermediate,7,-0.0203,0,-0.0213,-8
41,CA1-V1,intermediate,8,0.0238,0,-0.0162,0
41,CA1-V1,intermediate,9,0.0355,0,-0.019,-8
